MsgRef,OrderGroup,OrderNo,OrderRef,OrderSeq,ACCode,SCTYCode,stock_name,OrderSide,OrderType,OrderQty,OrderPrice,OrderStatus,OrderTime,donePrice,doneQty,ReducedQty,RejectedQty,outQty,MsgText,AECode,Inputer,Channel,IPAddress,BCAN
10877,INPUT,78330931,78330931,3484267265,M57727,1171,兗礦能源,A,E,20000,10.7,C,2025-10-15 11:26:51.947,0,0,20000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
10889,INPUT,78330944,78330944,3494874369,P830371,2,中電控股,A,E,500,65.95,F,2025-10-15 11:27:32.113,65.95,500,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1000986
10924,CANCEL,78330979,78330931,3484267265,M57727,1171,兗礦能源,A,E,0,10.7,C,2025-10-15 11:29:07.850,0,0,20000,0,0,,CK489,CK489,SATS,192.168.3.66,NULL
10928,CANCEL,78330983,78330875,3448304129,M57727,1171,兗礦能源,A,E,0,10.7,C,2025-10-15 11:29:10.680,0,0,10000,0,0,,CK489,CK489,SATS,192.168.3.66,NULL
10964,INPUT,78331019,78331019,3465670147,M57727,939,建設銀行,A,E,20000,7.49,F,2025-10-15 11:30:42.720,7.49,20000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
11005,INPUT,78331060,78331060,3564599553,M9136,2575,軒竹生物－Ｂ,A,E,500,27,C,2025-10-15 11:32:32.320,0,0,500,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1002161
11055,MODIFY,78331110,78331060,3585445121,M9136,2575,軒竹生物－Ｂ,A,E,500,26.92,C,2025-10-15 11:34:25.617,0,0,500,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1002161
11067,MODIFY,78331122,78331060,3590966529,M9136,2575,軒竹生物－Ｂ,A,E,500,26.86,F,2025-10-15 11:34:58.113,26.86,500,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1002161
11214,INPUT,78331273,78331273,,M57337,175,吉利汽車,A,E,3000,19.46,X,2025-10-15 11:42:32.680,0,0,0,3000,0,2081 Warning! Price 25 S from nominal. Please check.,CK489,CK489,SATS,192.168.3.66,AAG460.1060092
11218,INPUT,78331277,78331277,3670876929,M57337,175,吉利汽車,A,E,3000,19.46,O,2025-10-15 11:42:41.980,0,0,0,0,3000,,CK489,CK489,SATS,192.168.3.66,AAG460.1060092
11765,INPUT,78331659,78331659,3807342593,P77240,347,鞍鋼股份,B,E,10000,2.23,C,2025-10-15 13:00:02.537,0,0,10000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1008862
11797,MODIFY,78331691,78331659,3813500929,P77240,347,鞍鋼股份,B,E,10000,2.24,C,2025-10-15 13:00:09.960,0,0,10000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1008862
11801,MODIFY,78331695,78331659,3819976705,P77240,347,鞍鋼股份,B,E,10000,2.25,F,2025-10-15 13:00:18.923,2.25,10000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1008862
13410,INPUT,78333339,78333339,4366177794,P77751,9698,萬國數據－ＳＷ,B,E,1000,33.32,F,2025-10-15 13:45:32.377,33.32,1000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006540
13708,CANCEL,78333646,78319782,14893571,M57727,939,建設銀行,A,I,0,7.65,C,2025-10-15 13:56:22.923,0,0,10000,0,0,,CK489,CK489,SATS.NET,192.168.3.66,NULL
13717,INPUT,78333655,78333655,4845576451,M57727,939,建設銀行,A,E,10000,7.5,C,2025-10-15 13:56:44.003,0,0,10000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
14167,INPUT,78334110,78334110,5190411521,M57727,1171,兗礦能源,B,E,10000,10.97,F,2025-10-15 14:13:49.470,10.96,10000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
14176,INPUT,78334119,78334119,5196229633,M57727,1171,兗礦能源,B,E,10000,10.98,F,2025-10-15 14:14:09.627,10.98,10000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
14194,MODIFY,78334137,78333655,5135510787,M57727,939,建設銀行,A,E,10000,7.49,F,2025-10-15 14:14:36.127,7.49,10000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
14208,INPUT,78334151,78334151,5143328003,M57727,857,中國石油股份,A,E,10000,7.22,F,2025-10-15 14:15:05.473,7.22,10000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
14262,INPUT,78334205,78334205,,P821331,9988,阿里巴巴－Ｗ,B,E,300,158,X,2025-10-15 14:16:47.490,0,0,0,300,0,2081 Warning! Price 37 S from nominal. Please check.,CK489,CK489,SATS,192.168.3.66,AAG460.1001276
14276,INPUT,78334219,78334219,5251152641,P821331,9988,阿里巴巴－Ｗ,B,E,300,158,O,2025-10-15 14:17:07.483,0,0,0,0,300,,CK489,CK489,SATS,192.168.3.66,AAG460.1001276
14572,CANCEL,78334524,78330400,3088574209,M57727,3416,Ａ ＧＸ國指備兌,B,E,0,10.56,C,2025-10-15 14:27:36.770,0,0,10000,0,0,,CK489,CK489,SATS,192.168.3.66,NULL
14581,INPUT,78334533,78334533,5413890561,M57727,3416,Ａ ＧＸ國指備兌,B,E,10000,10.6,C,2025-10-15 14:27:49.253,0,0,10000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
14597,INPUT,78334552,78334552,5342108163,M57727,857,中國石油股份,A,E,14000,7.3,O,2025-10-15 14:28:14.660,0,0,0,0,14000,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
16044,MODIFY,78336028,78334533,6097543937,M57727,3416,Ａ ＧＸ國指備兌,B,E,10000,10.66,F,2025-10-15 15:21:43.357,10.66,10000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
3779,INPUT,78342886,78342886,,M9136,2670,雲迹,A,I,50,149.9,X,2025-10-16 09:04:43.410,0,0,0,50,0,2081 Warning! Price 299 S from nominal. Please check.,CK489,CK489,SATS,192.168.3.66,AAG460.1002161
3962,INPUT,78343438,78343438,,M9136,2670,雲迹,A,I,50,149.9,X,2025-10-16 09:05:26.403,0,0,0,50,0,2081 Warning! Price 161 S from nominal. Please check.,CK489,CK489,SATS,192.168.3.66,AAG460.1002161
3975,INPUT,78343451,78343451,17918977,M9136,2670,雲迹,A,I,50,149.9,C,2025-10-16 09:05:41.393,0,0,50,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1002161
5142,CANCEL,78344601,78343451,17918977,M9136,2670,雲迹,A,I,0,149.9,C,2025-10-16 09:30:06.500,0,0,50,0,0,,CK489,CK489,SATS,192.168.3.66,NULL
5234,INPUT,78344693,78344693,47142401,M9136,2670,雲迹,A,E,50,138,F,2025-10-16 09:30:21.070,138,50,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1002161
6681,INPUT,78346156,78346156,366111489,M57509,7552,ＸＩ二南方恒科,A,E,50000,1.244,F,2025-10-16 09:37:05.707,1.244,50000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
7048,INPUT,78346524,78346524,484245762,M57727,1171,兗礦能源,A,E,10000,11.47,F,2025-10-16 09:39:45.470,11.47,10000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
7761,INPUT,78347244,78347244,677016321,M57727,857,中國石油股份,A,E,14000,7.32,F,2025-10-16 09:44:49.457,7.32,14000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
8001,INPUT,78347487,78347487,774312194,M57727,1171,兗礦能源,A,E,10000,11.44,O,2025-10-16 09:47:02.770,0,0,0,0,10000,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
8836,INPUT,78348326,78348326,1027331586,M57727,1171,兗礦能源,B,E,10000,11.26,C,2025-10-16 09:54:45.970,0,0,10000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
8881,MODIFY,78348372,78348326,1041014274,M57727,1171,兗礦能源,B,E,10000,11.29,F,2025-10-16 09:55:16.203,11.29,10000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
9681,INPUT,78349190,78349190,1325717762,M57727,1171,兗礦能源,B,E,10000,11.2,C,2025-10-16 10:04:16.117,0,0,10000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
9691,CANCEL,78349200,78349190,1325717762,M57727,1171,兗礦能源,B,E,0,11.2,C,2025-10-16 10:04:20.437,0,0,10000,0,0,,CK489,CK489,SATS,192.168.3.66,NULL
9718,INPUT,78349227,78349227,1337709826,M57727,1171,兗礦能源,B,E,6000,11.2,F,2025-10-16 10:04:40.410,11.2,6000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
11538,INPUT,78351070,78351070,1962887169,M57727,857,中國石油股份,A,E,6000,7.48,O,2025-10-16 10:28:09.977,0,0,0,0,6000,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
12671,INPUT,78352211,78352211,2360968450,M57727,1171,兗礦能源,B,E,4000,11.29,C,2025-10-16 10:46:56.783,0,0,4000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
12677,MODIFY,78352217,78352211,2362329090,M57727,1171,兗礦能源,B,E,4000,11.3,F,2025-10-16 10:47:01.523,11.3,4000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
13749,INPUT,78353301,78353301,,P77240,868,信義玻璃,B,E,10000,8.32,X,2025-10-16 11:11:48.190,0,0,0,10000,0,2081 Warning! Price 31 S from nominal. Please check.,CK489,CK489,SATS,192.168.3.66,AAG460.1008862
13768,INPUT,78353320,78353320,2797661698,P77240,868,信義玻璃,B,E,10000,8.32,O,2025-10-16 11:12:15.227,0,0,0,0,10000,,CK489,GTC,SATS.NET,192.168.15.2,AAG460.1008862
14072,INPUT,78353630,78353630,2921993474,M57337,175,吉利汽車,A,E,3000,19.48,O,2025-10-16 11:19:22.297,0,0,0,0,3000,,CK489,CK489,SATS,192.168.3.66,AAG460.1060092
16282,INPUT,78355711,78355711,3950379009,P821331,9988,阿里巴巴－Ｗ,B,E,300,158,O,2025-10-16 13:18:51.093,0,0,0,0,300,,CK489,CK489,SATS,192.168.3.66,AAG460.1001276
2233,INPUT,78363411,78363411,14270466,P77240,868,信義玻璃,B,I,10000,8.32,O,2025-10-17 09:04:09.093,0,0,0,0,10000,,CK489,GTC,SATS.NET,192.168.15.2,AAG460.1008862
2917,INPUT,78364214,78364214,21281282,M57727,358,江西銅業股份,B,A,1000,0,F,2025-10-17 09:16:45.620,33.36,1000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
3674,INPUT,78364970,78364970,208921601,M57727,857,中國石油股份,A,E,16000,7.4,F,2025-10-17 09:33:50.687,7.4,16000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
3977,INPUT,78365286,78365286,,P821331,9988,阿里巴巴－Ｗ,B,E,400,158,X,2025-10-17 09:36:32.967,0,0,0,400,0,2081 Warning! Price 22 S from nominal. Please check.,CK489,CK489,SATS,192.168.3.66,AAG460.1001276
3993,INPUT,78365302,78365302,337513217,P821331,9988,阿里巴巴－Ｗ,B,E,400,158,F,2025-10-17 09:36:44.240,158,400,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1001276
4537,INPUT,78365862,78365862,600436226,M57727,358,江西銅業股份,A,E,1000,32.48,C,2025-10-17 09:42:45.887,0,0,1000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
4563,CANCEL,78365888,78365862,600436226,M57727,358,江西銅業股份,A,E,0,32.48,C,2025-10-17 09:42:59.397,0,0,1000,0,0,,CK489,CK489,SATS,192.168.3.66,NULL
4687,INPUT,78366015,78366015,686805507,M57727,939,建設銀行,B,E,20000,7.71,F,2025-10-17 09:44:27.557,7.71,20000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
5598,INPUT,78366945,78366945,1018340865,M57509,7552,ＸＩ二南方恒科,B,E,100000,1.318,F,2025-10-17 09:55:07.313,1.318,100000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
6131,INPUT,78367486,78367486,1253703937,M57509,7552,ＸＩ二南方恒科,A,E,100000,1.33,C,2025-10-17 10:02:05.530,0,0,100000,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
6168,MODIFY,78367527,78367486,1253703937,M57509,7552,ＸＩ二南方恒科,A,E,100000,1.28,X,2025-10-17 10:02:38.383,0,0,0,100000,0,2043 Invalid order price,CK489,MCAMS,MCAMS,192.168.15.2,AAG460.1052019
6246,INPUT,78367605,78367605,1313902081,M57509,7552,ＸＩ二南方恒科,A,E,100000,1.328,F,2025-10-17 10:03:48.953,1.328,100000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
7376,INPUT,78368748,78368748,1862308866,P77005,107,四川成渝高速公路,A,E,20000,5.05,F,2025-10-17 10:21:27.383,5.05,20000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1001291
7987,INPUT,78369369,78369369,2260465411,P77236,189,東岳集團,B,E,10000,10.1,O,2025-10-17 10:34:07.177,0,0,0,0,10000,,CK489,CK489,SATS,192.168.3.66,AAG460.1004515
8322,INPUT,78369708,78369708,,M57337,175,吉利汽車,A,E,3000,19.48,X,2025-10-17 10:40:54.910,0,0,0,3000,0,2081 Warning! Price 59 S from nominal. Please check.,CK489,CK489,SATS,192.168.3.66,AAG460.1060092
8342,INPUT,78369728,78369728,2264311553,M57337,175,吉利汽車,A,E,3000,19.48,O,2025-10-17 10:41:10.157,0,0,0,0,3000,,CK489,CK489,SATS,192.168.3.66,AAG460.1060092
0,REJECT,78369751,78369751,,M57337,175,吉利汽車,A,E,3000,19.48,X,2025-10-17 10:41:38.167,0,0,0,3000,0,Short selling,CK489,GTC,SATS.NET,192.168.15.2,AAG460.1060092
10933,INPUT,78372178,78372178,3516434945,M57727,1171,兗礦能源,A,E,30000,11.1,C,2025-10-17 13:06:01.727,0,0,30000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
10945,MODIFY,78372190,78372178,3528867585,M57727,1171,兗礦能源,A,E,30000,11.08,C,2025-10-17 13:06:36.837,11.08,16000,14000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
10961,MODIFY,78372206,78372178,3540054273,M57727,1171,兗礦能源,A,E,14000,11.07,C,2025-10-17 13:07:03.617,11.07,8000,6000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
11002,MODIFY,78372247,78372178,3562595841,M57727,1171,兗礦能源,A,E,6000,11.05,C,2025-10-17 13:08:10.380,0,0,6000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
11013,MODIFY,78372258,78372178,3568768001,M57727,1171,兗礦能源,A,E,6000,11.03,F,2025-10-17 13:08:32.507,11.03,6000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
11216,INPUT,78372461,78372461,3969514243,M57727,939,建設銀行,A,E,20000,7.63,F,2025-10-17 13:14:40.833,7.63,20000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
11387,INPUT,78372633,78372633,3754390273,P88530,1340,惠生國際,B,E,200000,0.045,F,2025-10-17 13:18:45.450,0.045,200000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1039573
13984,INPUT,78375254,78375254,4928308738,M58821,13911,騰訊摩通六乙沽A,A,E,200000,0.048,F,2025-10-17 14:43:49.883,0.048,200000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1012895
14911,INPUT,78376206,78376206,5862363907,M57509,1810,小米集團－Ｗ,B,E,600,45.88,F,2025-10-17 15:14:45.567,45.88,600,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
14922,INPUT,78376217,78376217,5868715523,M57509,1810,小米集團－Ｗ,B,E,400,45.9,F,2025-10-17 15:15:11.060,45.9,400,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
14983,INPUT,78376280,78376280,5466253569,M57509,9988,阿里巴巴－Ｗ,B,E,100,153.7,F,2025-10-17 15:16:14.007,153.7,100,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
15064,INPUT,78376364,78376364,5465248258,M57509,700,騰訊控股,B,E,100,604,F,2025-10-17 15:18:48.403,604,100,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
16117,INPUT,78377433,78377433,6469887235,M57509,7299,ＦＬ二南方黃金,B,E,200,27.36,F,2025-10-17 15:44:34.263,27.36,200,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
16148,INPUT,78377464,78377464,6050677249,M57509,7552,ＸＩ二南方恒科,B,E,800,1.374,F,2025-10-17 15:45:27.703,1.374,800,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
16207,INPUT,78377526,78377526,6078194177,M57509,7552,ＸＩ二南方恒科,A,E,800,1.374,F,2025-10-17 15:47:12.197,1.374,800,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
16395,INPUT,78377719,78377719,6073948930,M57509,700,騰訊控股,B,E,100,607,C,2025-10-17 15:51:14.303,0,0,100,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
16483,MODIFY,78377808,78377719,6099986946,M57509,700,騰訊控股,B,E,100,607.5,C,2025-10-17 15:53:14.613,0,0,100,0,0,,CK489,MCAMS,MCAMS,192.168.15.2,AAG460.1052019
16576,MODIFY,78377907,78377719,6127078914,M57509,700,騰訊控股,B,E,100,608,F,2025-10-17 15:55:21.717,608,100,0,0,0,,CK489,MCAMS,MCAMS,192.168.15.2,AAG460.1052019
16823,INPUT,78378167,78378167,6188388354,M57509,7226,ＸＬ二南方恒科,B,E,10000,5.74,F,2025-10-17 15:59:28.933,5.74,10000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
607,INPUT,78378931,78378931,5391107,M9136,3337,安東油田服務,A,I,20000,1.23,O,2025-10-20 09:00:15.387,0,0,0,0,20000,,CK489,MCAMS,MCAMS,ATS,AAG460.1002161
1718,INPUT,78380043,78380043,9900289,P77240,868,信義玻璃,B,I,10000,8.32,O,2025-10-20 09:02:38.580,0,0,0,0,10000,,CK489,GTC,SATS.NET,192.168.15.2,AAG460.1008862
4349,INPUT,78385558,78385558,20150530,M9136,2637,海西新藥,A,A,50,0,F,2025-10-20 09:16:28.697,102,50,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1002161
6007,INPUT,78387221,78387221,436888066,M57509,3993,洛陽鉬業,B,E,9000,14.71,F,2025-10-20 09:38:03.010,14.71,9000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
6268,INPUT,78387485,78387485,,M9136,2155,森松國際,A,E,3000,10.02,X,2025-10-20 09:40:51.573,0,0,0,3000,0,2081 Warning! Price 31 S from nominal. Please check.,CK489,CK489,SATS,192.168.3.66,AAG460.1002161
6290,INPUT,78387507,78387507,627601155,M9136,2155,森松國際,A,E,3000,10.02,O,2025-10-20 09:40:59.403,0,0,0,0,3000,,CK489,CK489,SATS,192.168.3.66,AAG460.1002161
6350,INPUT,78387567,78387567,647771651,M57509,1810,小米集團－Ｗ,A,E,1000,46.72,F,2025-10-20 09:41:26.403,46.72,1000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
6493,INPUT,78387712,78387712,684569345,M57509,9988,阿里巴巴－Ｗ,A,E,100,160.5,C,2025-10-20 09:42:50.187,0,0,100,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
6554,MODIFY,78387779,78387712,711281921,M57509,9988,阿里巴巴－Ｗ,A,E,100,160.3,F,2025-10-20 09:43:31.007,160.3,100,0,0,0,,CK489,MCAMS,MCAMS,192.168.15.2,AAG460.1052019
6614,INPUT,78387840,78387840,718776834,P88939,3,香港中華煤氣,A,E,10000,7.3,C,2025-10-20 09:44:12.523,0,0,10000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1040040
7002,INPUT,78388232,78388232,881697794,P397028,981,中芯國際,B,E,500,71.1,F,2025-10-20 09:48:25.283,71.1,500,0,0,0,,CK489,P3CAMS_GMO,P3CAMS_GMO,192.168.15.2,AAG460.1125226
7859,INPUT,78389095,78389095,1392838403,P77197,18138,騰訊摩通六一購B,B,E,20000,0.38,F,2025-10-20 10:02:50.317,0.38,20000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1004271
7987,INPUT,78389224,78389224,1407446017,P77751,2302,中核國際,B,E,10000,6.09,C,2025-10-20 10:05:04.853,0,0,10000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006540
8020,MODIFY,78389259,78389224,1422142465,P77751,2302,中核國際,B,E,10000,6.12,F,2025-10-20 10:05:32.830,6.12,10000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006540
9806,INPUT,78391056,78391056,2350614274,M57509,3993,洛陽鉬業,A,E,3000,14.8,F,2025-10-20 10:45:17.557,14.8,3000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
9842,INPUT,78391092,78391092,2370980354,M57509,3993,洛陽鉬業,A,E,3000,14.83,F,2025-10-20 10:46:17.300,14.83,3000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
9880,INPUT,78391131,78391131,2378781185,M57509,7226,ＸＬ二南方恒科,A,E,10000,6.16,F,2025-10-20 10:47:26.313,6.16,10000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
9894,INPUT,78391144,78391144,2405826306,M57509,3993,洛陽鉬業,A,E,3000,14.83,C,2025-10-20 10:48:07.523,0,0,3000,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
9911,MODIFY,78391162,78391144,2422275074,M57509,3993,洛陽鉬業,A,E,3000,14.8,F,2025-10-20 10:48:53.423,14.8,3000,0,0,0,,CK489,MCAMS,MCAMS,192.168.15.2,AAG460.1052019
9958,INPUT,78391209,78391209,2549962755,M57509,700,騰訊控股,A,E,100,629.5,F,2025-10-20 10:50:03.097,629.5,100,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
10601,INPUT,78391860,78391860,2915923971,M58821,13911,騰訊摩通六乙沽A,B,E,100000,0.03,O,2025-10-20 11:12:42.463,0,0,0,0,100000,,CK489,MCAMS,MCAMS,ATS,AAG460.1012895
11310,INPUT,78392578,78392578,,M57337,175,吉利汽車,A,E,3000,19.46,X,2025-10-20 11:42:02.660,0,0,0,3000,0,2081 Warning! Price 52 S from nominal. Please check.,CK489,CK489,SATS,192.168.3.66,AAG460.1060092
11315,INPUT,78392582,78392582,3146841602,M57337,175,吉利汽車,A,E,3000,19.46,C,2025-10-20 11:42:12.213,0,0,3000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1060092
0,REJECT,78392604,78392604,,M57337,175,吉利汽車,A,E,3000,19.46,X,2025-10-20 11:43:57.757,0,0,0,3000,0,Short selling,CK489,GTC,SATS.NET,192.168.15.2,AAG460.1060092
11342,CANCEL,78392609,78392582,3146841602,M57337,175,吉利汽車,A,E,0,19.46,C,2025-10-20 11:44:11.437,0,0,3000,0,0,,CK489,CK489,SATS,192.168.3.66,NULL
11346,INPUT,78392613,78392613,3160857090,M57337,175,吉利汽車,A,E,3000,19.46,O,2025-10-20 11:44:24.933,0,0,0,0,3000,,CK489,GTC,SATS.NET,192.168.15.2,AAG460.1060092
11520,INPUT,78392791,78392791,3250470402,M57509,981,中芯國際,B,E,1000,72,C,2025-10-20 11:58:02.947,0,0,1000,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
11526,MODIFY,78392797,78392791,3253210370,M57509,981,中芯國際,B,E,1000,72.05,F,2025-10-20 11:58:32.030,72.05,1000,0,0,0,,CK489,MCAMS,MCAMS,192.168.15.2,AAG460.1052019
11851,INPUT,78392949,78392949,3422562819,M57509,700,騰訊控股,A,E,100,629,F,2025-10-20 13:02:37.700,629,100,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
11889,INPUT,78392988,78392988,3358100226,M57509,981,中芯國際,A,E,500,71.85,F,2025-10-20 13:04:27.170,71.85,500,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
11945,INPUT,78393045,78393045,3395824130,M57509,981,中芯國際,A,E,500,71.8,C,2025-10-20 13:06:51.487,0,0,500,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
11955,MODIFY,78393056,78393045,3402373890,M57509,981,中芯國際,A,E,500,71.65,F,2025-10-20 13:07:15.777,71.65,500,0,0,0,,CK489,MCAMS,MCAMS,192.168.15.2,AAG460.1052019
11992,INPUT,78393093,78393093,3533989891,M57509,7552,ＸＩ二南方恒科,B,E,100000,1.288,F,2025-10-20 13:09:15.913,1.288,100000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
12263,INPUT,78393365,78393365,3699024387,M57509,7552,ＸＩ二南方恒科,A,E,50000,1.296,C,2025-10-20 13:20:09.687,0,0,50000,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
12504,CANCEL,78393609,78387840,718776834,P88939,3,香港中華煤氣,A,E,0,7.3,C,2025-10-20 13:31:19.813,0,0,10000,0,0,,CK489,CK489,SATS,192.168.3.66,NULL
12659,MODIFY,78393764,78393365,3919858691,M57509,7552,ＸＩ二南方恒科,A,E,50000,1.3,C,2025-10-20 13:35:02.920,0,0,50000,0,0,,CK489,MCAMS,MCAMS,192.168.15.2,AAG460.1052019
13276,INPUT,78394398,78394398,4331700995,M57509,7552,ＸＩ二南方恒科,A,E,50000,1.298,F,2025-10-20 14:07:48.010,1.298,50000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
13300,MODIFY,78394422,78393365,4345271811,M57509,7552,ＸＩ二南方恒科,A,E,50000,1.298,F,2025-10-20 14:08:50.387,1.298,50000,0,0,0,,CK489,MCAMS,MCAMS,192.168.15.2,AAG460.1052019
13325,INPUT,78394447,78394447,4357840387,P77197,18138,騰訊摩通六一購B,A,E,20000,0.415,O,2025-10-20 14:09:56.297,0,0,0,0,20000,,CK489,CK489,SATS,192.168.3.66,AAG460.1004271
14374,INPUT,78395510,78395510,4920306691,P830371,517,中遠海運國際,A,E,18000,5.95,O,2025-10-20 14:58:23.587,0,0,0,0,18000,,CK489,CK489,SATS,192.168.3.66,AAG460.1000986
15304,INPUT,78396461,78396461,5204710146,P77240,1772,贛鋒鋰業,B,E,1000,42.72,F,2025-10-20 15:41:52.113,42.72,1000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1008862
1471,INPUT,78398683,78398683,9781763,P77240,868,信義玻璃,B,I,10000,8.32,O,2025-10-21 09:02:03.517,0,0,0,0,10000,,CK489,GTC,SATS.NET,192.168.15.2,AAG460.1008862
4115,INPUT,78402156,78402156,15235585,M57337,175,吉利汽車,A,I,3000,19.46,F,2025-10-21 09:03:36.663,19.46,3000,0,0,0,,CK489,GTC,SATS.NET,192.168.15.2,AAG460.1060092
6069,INPUT,78407219,78407219,90051586,M57509,7552,ＸＩ二南方恒科,B,E,20000,1.248,F,2025-10-21 09:31:07.257,1.248,20000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
7601,INPUT,78408763,78408763,474506498,M57509,7552,ＸＩ二南方恒科,B,E,30000,1.24,F,2025-10-21 09:40:25.910,1.24,30000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
7691,INPUT,78408853,78408853,503355138,M57509,7552,ＸＩ二南方恒科,B,E,30000,1.238,F,2025-10-21 09:41:10.010,1.238,30000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
