MsgRef,OrderGroup,OrderNo,OrderRef,OrderSeq,ACCode,SCTYCode,stock_name,OrderSide,OrderType,OrderQty,OrderPrice,OrderStatus,OrderTime,donePrice,doneQty,ReducedQty,RejectedQty,outQty,MsgText,AECode,Inputer,Channel,IPAddress,BCAN
8140,INPUT,78409304,78409304,621122306,M57509,7552,ＸＩ二南方恒科,B,E,20000,1.236,F,2025-10-21 09:44:28.470,1.236,20000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
8659,INPUT,78409831,78409831,763933697,P77751,9698,萬國數據－ＳＷ,A,E,1000,33.66,C,2025-10-21 09:49:35.093,0,0,1000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006540
8667,MODIFY,78409839,78409831,766345729,P77751,9698,萬國數據－ＳＷ,A,E,1000,33.64,F,2025-10-21 09:49:40.020,33.64,1000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006540
9190,INPUT,78410363,78410363,959990274,P77197,18138,騰訊摩通六一購B,A,E,20000,0.44,F,2025-10-21 09:56:00.207,0.44,20000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1004271
9232,INPUT,78410405,78410405,973120258,P77751,611,中國核能科技,B,E,100000,0.6,C,2025-10-21 09:56:31.467,0,0,100000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006540
9598,INPUT,78410773,78410773,,P821331,9988,阿里巴巴－Ｗ,A,E,400,170.8,X,2025-10-21 10:01:32.947,0,0,0,400,0,2081 Warning! Price 40 S from nominal. Please check.,CK489,CK489,SATS,192.168.3.66,AAG460.1001276
9614,INPUT,78410788,78410788,1083823873,P821331,9988,阿里巴巴－Ｗ,A,E,400,170.8,C,2025-10-21 10:01:42.187,0,0,400,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1001276
9820,INPUT,78410994,78410994,,P85543,2318,中國平安,A,E,2000,57.8,X,2025-10-21 10:05:00.480,0,0,0,2000,0,2081 Warning! Price 33 S from nominal. Please check.,CK489,CK489,SATS,192.168.3.66,AAG460.1005043
9841,INPUT,78411016,78411016,1161188609,P85543,2318,中國平安,A,E,2000,57.8,O,2025-10-21 10:05:09.220,0,0,0,0,2000,,CK489,CK489,SATS,192.168.3.66,AAG460.1005043
11536,INPUT,78412727,78412727,1731145218,M58821,13911,騰訊摩通六乙沽A,B,E,50000,0.036,C,2025-10-21 10:32:09.473,0,0,50000,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1012895
11545,INPUT,78412736,78412736,1785764355,P88929,639,首鋼資源,B,E,10000,3.11,F,2025-10-21 10:32:16.253,3.11,10000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006629
11756,INPUT,78412950,78412950,1809005826,M57509,7552,ＸＩ二南方恒科,B,E,50000,1.21,F,2025-10-21 10:36:36.780,1.21,50000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
12462,INPUT,78413671,78413671,2015267073,M57727,939,建設銀行,B,E,20000,7.83,C,2025-10-21 10:48:47.643,0,0,20000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
12476,CANCEL,78413685,78413671,2015267073,M57727,939,建設銀行,B,E,0,7.83,C,2025-10-21 10:49:06.670,0,0,20000,0,0,,CK489,CK489,SATS,192.168.3.66,NULL
12561,INPUT,78413774,78413774,2066007810,M57727,1171,兗礦能源,A,E,10000,11.02,C,2025-10-21 10:50:39.753,0,0,10000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
12574,MODIFY,78413787,78413774,2068907266,M57727,1171,兗礦能源,A,E,10000,11.01,F,2025-10-21 10:50:49.167,11.01,10000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
12606,INPUT,78413821,78413821,2064842241,M57727,939,建設銀行,B,E,10000,7.85,F,2025-10-21 10:51:24.080,7.85,10000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
12634,INPUT,78413849,78413849,2073880065,M57727,939,建設銀行,B,E,10000,7.85,F,2025-10-21 10:51:55.500,7.85,10000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
13081,INPUT,78414301,78414301,2266706178,M57509,7552,ＸＩ二南方恒科,A,E,50000,1.218,C,2025-10-21 11:02:46.920,0,0,50000,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
13376,INPUT,78414599,78414599,2479990019,M58772,6088,FIT HON TENG,A,E,15000,5.94,F,2025-10-21 11:09:30.413,5.94,15000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1008468
13706,MODIFY,78414934,78410405,2431012354,P77751,611,中國核能科技,B,E,100000,0.61,F,2025-10-21 11:16:29.893,0.61,100000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006540
13724,INPUT,78414952,78414952,2436538370,M58772,1888,建滔積層板,A,E,30000,13.1,F,2025-10-21 11:16:55.913,13.1,30000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1008468
14450,MODIFY,78415690,78414301,2600785154,M57509,7552,ＸＩ二南方恒科,A,E,50000,1.228,C,2025-10-21 11:31:32.843,0,0,50000,0,0,,CK489,MCAMS,MCAMS,192.168.15.2,AAG460.1052019
14539,INPUT,78415782,78415782,2614790914,M57509,7552,ＸＩ二南方恒科,A,E,30000,1.216,C,2025-10-21 11:33:33.913,0,0,30000,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
14551,MODIFY,78415794,78415782,2619383298,M57509,7552,ＸＩ二南方恒科,A,E,30000,1.222,C,2025-10-21 11:34:06.707,0,0,30000,0,0,,CK489,MCAMS,MCAMS,192.168.15.2,AAG460.1052019
14700,INPUT,78415946,78415946,2645463810,M57509,7552,ＸＩ二南方恒科,A,E,30000,1.216,F,2025-10-21 11:37:48.190,1.216,30000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
14713,INPUT,78415959,78415959,2648685826,M57509,7552,ＸＩ二南方恒科,A,E,30000,1.214,F,2025-10-21 11:38:12.543,1.214,30000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
14747,MODIFY,78415992,78414301,2653959682,M57509,7552,ＸＩ二南方恒科,A,E,50000,1.216,F,2025-10-21 11:39:05.667,1.216,50000,0,0,0,,CK489,MCAMS,MCAMS,192.168.15.2,AAG460.1052019
14875,MODIFY,78416124,78415782,2684580098,M57509,7552,ＸＩ二南方恒科,A,E,30000,1.214,F,2025-10-21 11:43:21.310,1.214,30000,0,0,0,,CK489,MCAMS,MCAMS,192.168.15.2,AAG460.1052019
14923,INPUT,78416172,78416172,2697196546,M57509,7552,ＸＩ二南方恒科,A,E,10000,1.216,F,2025-10-21 11:45:09.650,1.216,10000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
15044,INPUT,78416294,78416294,2873003779,M57509,966,中國太平,B,E,10000,17.43,F,2025-10-21 11:48:53.030,17.43,10000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
15560,INPUT,78416640,78416640,2802187009,M57509,357,美蘭空港,B,E,4000,10.88,F,2025-10-21 13:00:04.000,10.87,4000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
17152,INPUT,78418250,78418250,3560195587,M57509,7500,ＦＩ二南方恒指,B,E,50000,1.79,F,2025-10-21 13:43:19.713,1.79,50000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
17592,CANCEL,78418694,78412727,1731145218,M58821,13911,騰訊摩通六乙沽A,B,E,0,0.036,C,2025-10-21 13:55:11.980,0,0,50000,0,0,,CK489,MCAMS,MCAMS,192.168.15.2,NULL
17652,INPUT,78418756,78418756,3558084866,M58821,13911,騰訊摩通六乙沽A,B,E,50000,0.039,F,2025-10-21 13:57:22.183,0.039,50000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1012895
17793,INPUT,78418897,78418897,3784017923,M57509,7500,ＦＩ二南方恒指,A,E,50000,1.786,F,2025-10-21 14:01:47.960,1.786,50000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
17849,INPUT,78418953,78418953,3666579457,M57509,9988,阿里巴巴－Ｗ,B,E,100,166.8,F,2025-10-21 14:03:05.677,166.8,100,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
17956,INPUT,78419061,78419061,3707122177,M57509,9988,阿里巴巴－Ｗ,B,E,100,166.8,F,2025-10-21 14:06:32.790,166.8,100,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
17993,INPUT,78419098,78419098,3855097603,M57509,981,中芯國際,B,E,500,75.75,C,2025-10-21 14:07:53.387,0,0,500,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
18014,MODIFY,78419119,78419098,3861651715,M57509,981,中芯國際,B,E,500,75.8,F,2025-10-21 14:08:29.810,75.8,500,0,0,0,,CK489,MCAMS,MCAMS,192.168.15.2,AAG460.1052019
18417,MODIFY,78419525,78410788,3896141313,P821331,9988,阿里巴巴－Ｗ,A,E,400,166.6,F,2025-10-21 14:25:18.250,166.6,400,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1001276
18459,INPUT,78419568,78419568,4045142019,P821331,9992,泡泡瑪特,B,E,200,252.6,C,2025-10-21 14:27:00.060,0,0,200,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1001276
18463,MODIFY,78419572,78419568,4046775811,P821331,9992,泡泡瑪特,B,E,200,252.8,F,2025-10-21 14:27:09.907,252.8,200,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1001276
18541,INPUT,78419650,78419650,3948361217,M57509,9988,阿里巴巴－Ｗ,A,E,200,166.3,F,2025-10-21 14:30:41.910,166.3,200,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
19045,INPUT,78420170,78420170,4254808579,M57509,981,中芯國際,A,E,500,75.15,F,2025-10-21 14:48:36.280,75.15,500,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
19147,INPUT,78420274,78420274,4122609154,M57509,700,騰訊控股,B,E,100,633.5,F,2025-10-21 14:52:21.163,633.5,100,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
19387,INPUT,78420515,78420515,4239424257,M57509,357,美蘭空港,A,E,4000,10.78,F,2025-10-21 15:01:50.870,10.78,4000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
19890,INPUT,78421022,78421022,4568668931,M57509,7299,ＦＬ二南方黃金,B,E,800,27.16,F,2025-10-21 15:16:24.153,27.16,800,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
20660,INPUT,78421803,78421803,4846039299,M57509,2628,中國人壽,B,E,2000,24.9,F,2025-10-21 15:40:27.207,24.9,2000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
20737,INPUT,78421881,78421881,4869914627,M57509,966,中國太平,A,E,4000,17.22,F,2025-10-21 15:42:37.890,17.22,4000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
20978,INPUT,78422125,78422125,4931749635,M57509,2628,中國人壽,B,E,2000,24.92,F,2025-10-21 15:48:45.710,24.92,2000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
21008,INPUT,78422155,78422155,4939241475,M57509,966,中國太平,A,E,4000,17.22,F,2025-10-21 15:49:36.157,17.22,4000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
21564,INPUT,78422726,78422726,4823066882,M57509,700,騰訊控股,A,E,100,632,O,2025-10-21 15:59:50.220,0,0,0,0,100,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
21803,INPUT,78422965,78422965,5038501123,M57509,966,中國太平,A,A,2000,0,F,2025-10-21 16:05:46.090,17.2,2000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
